stem,class,split,group,path
cracking_35,Crazing,test,166,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_35.jpg
cracking_44,Crazing,test,171,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_44.jpg
cracking_53,Crazing,test,177,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_53.jpg
cracking_56,Crazing,test,180,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_56.jpg
cracking_63,Crazing,test,184,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_63.jpg
cracking_65,Crazing,test,186,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_65.jpg
cracking_71,Crazing,test,190,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_71.jpg
cracking_78,Crazing,test,195,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_78.jpg
cracking_79,Crazing,test,196,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_79.jpg
cracking_85,Crazing,test,200,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_85.jpg
cracking_88,Crazing,test,202,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_88.jpg
cracking_97,Crazing,test,207,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_97.jpg
cracking_01,Crazing,train,0,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_01.jpg
cracking_02,Crazing,train,1,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_02.jpg
cracking_03,Crazing,train,2,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_03.jpg
cracking_06,Crazing,train,4,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_06.jpg
cracking_08,Crazing,train,6,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_08.jpg
cracking_09,Crazing,train,7,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_09.jpg
cracking_10,Crazing,train,8,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_10.jpg
cracking_103,Crazing,train,11,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_103.jpg
cracking_105,Crazing,train,12,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_105.jpg
cracking_106,Crazing,train,13,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_106.jpg
cracking_107,Crazing,train,14,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_107.jpg
cracking_108,Crazing,train,15,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_108.jpg
cracking_111,Crazing,train,17,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_111.jpg
cracking_112,Crazing,train,18,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_112.jpg
cracking_113,Crazing,train,19,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_113.jpg
cracking_115,Crazing,train,20,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_115.jpg
cracking_116,Crazing,train,21,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_116.jpg
cracking_120,Crazing,train,23,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_120.jpg
cracking_121,Crazing,train,24,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_121.jpg
cracking_122,Crazing,train,25,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_122.jpg
cracking_124,Crazing,train,26,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_124.jpg
cracking_126,Crazing,train,27,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_126.jpg
cracking_129,Crazing,train,29,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_129.jpg
cracking_133,Crazing,train,31,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_133.jpg
cracking_134,Crazing,train,32,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_134.jpg
cracking_135,Crazing,train,33,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_135.jpg
cracking_136,Crazing,train,34,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_136.jpg
cracking_137,Crazing,train,35,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_137.jpg
cracking_138,Crazing,train,36,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_138.jpg
cracking_139,Crazing,train,37,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_139.jpg
cracking_14,Crazing,train,38,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_14.jpg
cracking_140,Crazing,train,39,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_140.jpg
cracking_141,Crazing,train,40,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_141.jpg
cracking_145,Crazing,train,42,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_145.jpg
cracking_146,Crazing,train,43,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_146.jpg
cracking_147,Crazing,train,44,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_147.jpg
cracking_151,Crazing,train,46,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_151.jpg
cracking_152,Crazing,train,47,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_152.jpg
cracking_158,Crazing,train,50,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_158.jpg
cracking_160,Crazing,train,51,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_160.jpg
cracking_164,Crazing,train,54,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_164.jpg
cracking_167,Crazing,train,57,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_167.jpg
cracking_17,Crazing,train,60,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_17.jpg
cracking_170,Crazing,train,61,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_170.jpg
cracking_173,Crazing,train,64,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_173.jpg
cracking_175,Crazing,train,65,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_175.jpg
cracking_177,Crazing,train,67,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_177.jpg
cracking_178,Crazing,train,68,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_178.jpg
cracking_180,Crazing,train,69,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_180.jpg
cracking_181,Crazing,train,70,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_181.jpg
cracking_182,Crazing,train,71,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_182.jpg
cracking_184,Crazing,train,72,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_184.jpg
cracking_185,Crazing,train,73,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_185.jpg
cracking_186,Crazing,train,74,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_186.jpg
cracking_187,Crazing,train,75,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_187.jpg
cracking_188,Crazing,train,76,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_188.jpg
cracking_189,Crazing,train,77,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_189.jpg
cracking_190,Crazing,train,78,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_190.jpg
cracking_191,Crazing,train,79,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_191.jpg
cracking_193,Crazing,train,81,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_193.jpg
cracking_196,Crazing,train,83,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_196.jpg
cracking_198,Crazing,train,84,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_198.jpg
cracking_199,Crazing,train,85,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_199.jpg
cracking_203,Crazing,train,86,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_203.jpg
cracking_204,Crazing,train,87,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_204.jpg
cracking_205,Crazing,train,88,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_205.jpg
cracking_209,Crazing,train,92,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_209.jpg
cracking_21,Crazing,train,93,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_21.jpg
cracking_210,Crazing,train,94,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_210.jpg
cracking_214,Crazing,train,97,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_214.jpg
cracking_215,Crazing,train,98,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_215.jpg
cracking_218,Crazing,train,99,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_218.jpg
cracking_223,Crazing,train,102,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_223.jpg
cracking_227,Crazing,train,106,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_227.jpg
cracking_228,Crazing,train,107,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_228.jpg
cracking_229,Crazing,train,108,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_229.jpg
cracking_23,Crazing,train,109,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_23.jpg
cracking_230,Crazing,train,110,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_230.jpg
cracking_231,Crazing,train,111,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_231.jpg
cracking_235,Crazing,train,113,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_235.jpg
cracking_237,Crazing,train,114,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_237.jpg
cracking_238,Crazing,train,115,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_238.jpg
cracking_239,Crazing,train,116,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_239.jpg
cracking_24,Crazing,train,117,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_24.jpg
cracking_240,Crazing,train,118,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_240.jpg
cracking_241,Crazing,train,119,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_241.jpg
cracking_246,Crazing,train,122,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_246.jpg
cracking_248,Crazing,train,124,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_248.jpg
cracking_25,Crazing,train,125,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_25.jpg
cracking_257,Crazing,train,129,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_257.jpg
cracking_259,Crazing,train,130,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_259.jpg
cracking_26,Crazing,train,131,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_26.jpg
cracking_260,Crazing,train,132,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_260.jpg
cracking_261,Crazing,train,133,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_261.jpg
cracking_262,Crazing,train,134,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_262.jpg
cracking_263,Crazing,train,135,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_263.jpg
cracking_264,Crazing,train,136,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_264.jpg
cracking_266,Crazing,train,137,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_266.jpg
cracking_267,Crazing,train,138,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_267.jpg
cracking_269,Crazing,train,139,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_269.jpg
cracking_270,Crazing,train,141,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_270.jpg
cracking_271,Crazing,train,142,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_271.jpg
cracking_272,Crazing,train,143,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_272.jpg
cracking_273,Crazing,train,144,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_273.jpg
cracking_277,Crazing,train,147,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_277.jpg
cracking_28,Crazing,train,150,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_28.jpg
cracking_282,Crazing,train,152,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_282.jpg
cracking_283,Crazing,train,153,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_283.jpg
cracking_284,Crazing,train,154,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_284.jpg
cracking_286,Crazing,train,155,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_286.jpg
cracking_287,Crazing,train,156,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_287.jpg
cracking_288,Crazing,train,157,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_288.jpg
cracking_29,Crazing,train,159,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_29.jpg
cracking_294,Crazing,train,161,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_294.jpg
cracking_296,Crazing,train,162,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\SteelDefectX\train_by_class\Crazing\cracking_296.jpg
