stem,class,split,group,path
crazing_22,crazing,test,134,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_22.jpg
crazing_220,crazing,test,135,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_220.jpg
crazing_222,crazing,test,137,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_222.jpg
crazing_231,crazing,test,147,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_231.jpg
crazing_236,crazing,test,152,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_236.jpg
crazing_243,crazing,test,160,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_243.jpg
crazing_244,crazing,test,161,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_244.jpg
crazing_245,crazing,test,162,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_245.jpg
crazing_25,crazing,test,167,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_25.jpg
crazing_252,crazing,test,170,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_252.jpg
crazing_26,crazing,test,178,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_26.jpg
crazing_260,crazing,test,179,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_260.jpg
crazing_263,crazing,test,182,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_263.jpg
crazing_267,crazing,test,186,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_267.jpg
crazing_27,crazing,test,189,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_27.jpg
crazing_272,crazing,test,192,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_272.jpg
crazing_276,crazing,test,196,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_276.jpg
crazing_28,crazing,test,200,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_28.jpg
crazing_287,crazing,test,208,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_287.jpg
crazing_291,crazing,test,213,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_291.jpg
crazing_294,crazing,test,216,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_294.jpg
crazing_297,crazing,test,219,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_297.jpg
crazing_298,crazing,test,220,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_298.jpg
crazing_35,crazing,test,229,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_35.jpg
crazing_37,crazing,test,231,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_37.jpg
crazing_49,crazing,test,244,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_49.jpg
crazing_51,crazing,test,247,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_51.jpg
crazing_53,crazing,test,249,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_53.jpg
crazing_57,crazing,test,253,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_57.jpg
crazing_62,crazing,test,259,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_62.jpg
crazing_66,crazing,test,263,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_66.jpg
crazing_7,crazing,test,267,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_7.jpg
crazing_83,crazing,test,282,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_83.jpg
crazing_90,crazing,test,290,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_90.jpg
crazing_92,crazing,test,292,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_92.jpg
crazing_93,crazing,test,293,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_93.jpg
crazing_96,crazing,test,296,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_96.jpg
crazing_1,crazing,train,0,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_1.jpg
crazing_100,crazing,train,2,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_100.jpg
crazing_101,crazing,train,3,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_101.jpg
crazing_102,crazing,train,4,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_102.jpg
crazing_104,crazing,train,6,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_104.jpg
crazing_105,crazing,train,7,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_105.jpg
crazing_106,crazing,train,8,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_106.jpg
crazing_107,crazing,train,9,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_107.jpg
crazing_108,crazing,train,10,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_108.jpg
crazing_109,crazing,train,11,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_109.jpg
crazing_11,crazing,train,12,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_11.jpg
crazing_113,crazing,train,16,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_113.jpg
crazing_115,crazing,train,18,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_115.jpg
crazing_116,crazing,train,19,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_116.jpg
crazing_117,crazing,train,20,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_117.jpg
crazing_118,crazing,train,21,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_118.jpg
crazing_119,crazing,train,22,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_119.jpg
crazing_12,crazing,train,23,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_12.jpg
crazing_120,crazing,train,24,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_120.jpg
crazing_121,crazing,train,25,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_121.jpg
crazing_122,crazing,train,26,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_122.jpg
crazing_123,crazing,train,27,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_123.jpg
crazing_125,crazing,train,29,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_125.jpg
crazing_129,crazing,train,33,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_129.jpg
crazing_13,crazing,train,34,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_13.jpg
crazing_130,crazing,train,35,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_130.jpg
crazing_131,crazing,train,36,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_131.jpg
crazing_132,crazing,train,37,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_132.jpg
crazing_133,crazing,train,38,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_133.jpg
crazing_135,crazing,train,40,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_135.jpg
crazing_136,crazing,train,41,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_136.jpg
crazing_138,crazing,train,43,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_138.jpg
crazing_14,crazing,train,45,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_14.jpg
crazing_142,crazing,train,48,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_142.jpg
crazing_143,crazing,train,49,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_143.jpg
crazing_144,crazing,train,50,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_144.jpg
crazing_145,crazing,train,51,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_145.jpg
crazing_146,crazing,train,52,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_146.jpg
crazing_147,crazing,train,53,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_147.jpg
crazing_148,crazing,train,54,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_148.jpg
crazing_149,crazing,train,55,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_149.jpg
crazing_15,crazing,train,56,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_15.jpg
crazing_150,crazing,train,57,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_150.jpg
crazing_151,crazing,train,58,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_151.jpg
crazing_154,crazing,train,61,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_154.jpg
crazing_155,crazing,train,62,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_155.jpg
crazing_157,crazing,train,64,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_157.jpg
crazing_159,crazing,train,66,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_159.jpg
crazing_16,crazing,train,67,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_16.jpg
crazing_160,crazing,train,68,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_160.jpg
crazing_161,crazing,train,69,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_161.jpg
crazing_163,crazing,train,71,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_163.jpg
crazing_164,crazing,train,72,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_164.jpg
crazing_165,crazing,train,73,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_165.jpg
crazing_168,crazing,train,76,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_168.jpg
crazing_169,crazing,train,77,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_169.jpg
crazing_17,crazing,train,78,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_17.jpg
crazing_171,crazing,train,80,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_171.jpg
crazing_172,crazing,train,81,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_172.jpg
crazing_174,crazing,train,83,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_174.jpg
crazing_175,crazing,train,84,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_175.jpg
crazing_177,crazing,train,86,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_177.jpg
crazing_179,crazing,train,88,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_179.jpg
crazing_180,crazing,train,90,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_180.jpg
crazing_181,crazing,train,91,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_181.jpg
crazing_184,crazing,train,94,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_184.jpg
crazing_185,crazing,train,95,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_185.jpg
crazing_186,crazing,train,96,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_186.jpg
crazing_189,crazing,train,99,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_189.jpg
crazing_19,crazing,train,100,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_19.jpg
crazing_190,crazing,train,101,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_190.jpg
crazing_193,crazing,train,104,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_193.jpg
crazing_195,crazing,train,106,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_195.jpg
crazing_196,crazing,train,107,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_196.jpg
crazing_197,crazing,train,108,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_197.jpg
crazing_198,crazing,train,109,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_198.jpg
crazing_199,crazing,train,110,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_199.jpg
crazing_2,crazing,train,111,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_2.jpg
crazing_20,crazing,train,112,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_20.jpg
crazing_200,crazing,train,113,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_200.jpg
crazing_201,crazing,train,114,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_201.jpg
crazing_202,crazing,train,115,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_202.jpg
crazing_203,crazing,train,116,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_203.jpg
crazing_206,crazing,train,119,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_206.jpg
crazing_207,crazing,train,120,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_207.jpg
crazing_209,crazing,train,122,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_209.jpg
crazing_21,crazing,train,123,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_21.jpg
crazing_211,crazing,train,125,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_211.jpg
crazing_212,crazing,train,126,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_212.jpg
crazing_213,crazing,train,127,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_213.jpg
crazing_214,crazing,train,128,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_214.jpg
crazing_215,crazing,train,129,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_215.jpg
crazing_216,crazing,train,130,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_216.jpg
crazing_217,crazing,train,131,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_217.jpg
crazing_218,crazing,train,132,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_218.jpg
crazing_219,crazing,train,133,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_219.jpg
crazing_221,crazing,train,136,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_221.jpg
crazing_223,crazing,train,138,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_223.jpg
crazing_224,crazing,train,139,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_224.jpg
crazing_225,crazing,train,140,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_225.jpg
crazing_226,crazing,train,141,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_226.jpg
crazing_227,crazing,train,142,C:\Users\anmol\OneDrive\Desktop\Steel_Surface_Defect_NEU_DET-DATASET\NEU-DET\IMAGES\crazing\crazing_227.jpg
